station_uid,line_uid,line_name,station_name,stationid,poiid,pointx,pointy,poitype,trans,color,ccode,line_start_city,line_terminal_city,line_tag,expect_open_time,line_open_status,is_updown,nearby_lines,trans_lines_detail,trans_lines_count,station_index,stations_count
5714970088148904761,557418896330694545,地铁1号线,河南工业大学,12377428587030245277,11535317210417733221,113.542189,34.826574,2,0,#F87293,410100,410100,410100,1:1,,1,1,,,0,30,30
530964195551913421,8998696158086608311,地铁1号线,五根松,17195592615971406253,9039607771908696811,104.081412,30.502162,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,1,24
12056946533768185003,8998696158086608311,地铁1号线,广都,3007637034341151755,12301225647084938031,104.075839,30.510804,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,2,24
7656603579458821991,8998696158086608311,地铁1号线,四河,17481898532894010549,12301243580558388791,104.070062,30.516217,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,3,24
1411588980038698191,8998696158086608311,地铁1号线,华府大道,7257462010755340651,12301599710137518251,104.069763,30.525708,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,4,24
6668673881264839044,8998696158086608311,地铁1号线,天府五街,15861905195600526780,12301147234847601651,104.069457,30.537110,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,5,24
16667016337406094956,8998696158086608311,地铁1号线,天府三街,12997873846132050069,12301738755875822251,104.069158,30.546175,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,6,24
2726127282850219126,8998696158086608311,地铁1号线,世纪城,95091983350568886,12301173939646746181,104.068921,30.554849,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,['地铁18号线'],1,7,24
3495187398054874153,8998696158086608311,地铁1号线,锦城广场,6294582906961722894,12301808484959625951,104.066528,30.567717,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,8,24
270891581194986468,8998696158086608311,地铁1号线,孵化园,3641320073126528953,12301601487364210531,104.064317,30.575849,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁9号线', '地铁18号线']",2,9,24
2477813787560310840,8998696158086608311,地铁1号线,金融城,12888002607475856940,12301496595330717421,104.064118,30.582588,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,10,24
15925499524947410192,8998696158086608311,地铁1号线,高新,11305435877505550321,12301203388237253861,104.063991,30.594306,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,11,24
144902344529086828,8998696158086608311,地铁1号线,火车南站,2409577046927703528,12301302233890192681,104.067421,30.605335,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁7号线内环', '地铁18号线', '地铁18号线北延段']",3,12,24
15771049309631017543,8998696158086608311,地铁1号线,桐梓林,4048864774638204772,12301888405418471881,104.067102,30.615570,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,13,24
16973754910851173488,8998696158086608311,地铁1号线,倪家桥,11409978839986765009,12301486263326573501,104.066909,30.624904,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁8号线', '地铁18号线北延段']",2,14,24
7051320337291090930,8998696158086608311,地铁1号线,省体育馆,2558441346646770423,12301002448124185571,104.066553,30.633379,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁3号线', '地铁18号线北延段']",2,15,24
13569271017816821542,8998696158086608311,地铁1号线,华西坝,16611249841393413683,12301127678222570501,104.066277,30.642999,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,['地铁13号线一期'],1,16,24
12508565519747437912,8998696158086608311,地铁1号线,锦江宾馆,16517468591560111404,12301230890390014491,104.066050,30.650145,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,17,24
17605126584222329877,8998696158086608311,地铁1号线,天府广场,3286720782804202257,12301121147670308761,104.065753,30.657454,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,['地铁2号线'],1,18,24
13706159152851826656,8998696158086608311,地铁1号线,骡马市,12603659522875717718,2199027411601,104.065600,30.666618,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁4号线', '地铁18号线北延段']",2,19,24
15528405073501797178,8998696158086608311,地铁1号线,文殊院,3962814485193166051,2199027411602,104.067897,30.672324,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,20,24
7171731469292006998,8998696158086608311,地铁1号线,人民北路,16129173751050168565,12301820674017720081,104.073052,30.684832,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,['地铁6号线'],1,21,24
14534314813678163542,8998696158086608311,地铁1号线,火车北站,2199027410668,2199027411655,104.074050,30.695507,2,1,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁7号线外环', '地铁18号线北延段']",2,22,24
3274701604336274085,8998696158086608311,地铁1号线,升仙湖,6083357139133438458,12301061840289381481,104.083342,30.704873,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,,0,23,24
3232064372117021514,8998696158086608311,地铁1号线,韦家碾,716102924113802052,14843594877764855211,104.086837,30.717628,2,0,#3A8DCC,510100,510100,510100,1:2,,1,1,,"['地铁27号线一期', '地铁S11线']",2,24,24
2199032879133,1408383585822412212,地铁1号线,八卦洲大桥南,2199032879143,2199027411712,118.842255,32.145550,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,1,32
2199032879134,1408383585822412212,地铁1号线,笆斗山,2199032879144,2199032892934,118.829666,32.143413,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,2,32
2199032879135,1408383585822412212,地铁1号线,燕子矶,2199032879145,2199032892935,118.822109,32.135936,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,3,32
2199032879136,1408383585822412212,地铁1号线,吉祥庵,2199032879146,2199027411711,118.821320,32.126829,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,4,32
2199032879137,1408383585822412212,地铁1号线,晓庄,2199032879147,2199026936903,118.818245,32.117926,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁7号线'],1,5,32
14530617366463122738,1408383585822412212,地铁1号线,迈皋桥,16504672197457601803,10825573586631894481,118.809623,32.102614,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,6,32
1864266556472999126,1408383585822412212,地铁1号线,红山动物园,3021034154831997742,10825056305439961091,118.802046,32.095762,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,7,32
3301997693308637425,1408383585822412212,地铁1号线,南京站,12344337274711602719,10825529666321332911,118.796715,32.086689,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,"['地铁3号线', '地铁9号线']",2,8,32
2948158595062260783,1408383585822412212,地铁1号线,新模范马路,9528043786724057729,10825376942557341001,118.783770,32.079895,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,9,32
6921689655042674155,1408383585822412212,地铁1号线,玄武门,5220565102778180922,10825150431455961111,118.784215,32.070379,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,10,32
16033894991003405974,1408383585822412212,地铁1号线,鼓楼,17760886071523010981,10825074020154398031,118.783742,32.058741,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁4号线'],1,11,32
13879068728072144184,1408383585822412212,地铁1号线,珠江路,17989950565221379033,10825290190857028001,118.784121,32.051240,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁13号线'],1,12,32
5618570713149284316,1408383585822412212,地铁1号线,新街口,6832500206026057879,10825683832014198801,118.784132,32.040455,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁2号线'],1,13,32
11685530329562154878,1408383585822412212,地铁1号线,张府园,12393251339996529947,10825721838901976521,118.783930,32.030951,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,14,32
6137260574014016051,1408383585822412212,地铁1号线,三山街,3260597370066408869,10825998360138447331,118.781582,32.023022,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁5号线'],1,15,32
9541315643675914490,1408383585822412212,地铁1号线,中华门,11949667705476718597,10825799715000801461,118.774440,32.006735,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,"['地铁8号线', '地铁S2号线(宁马线)']",2,16,32
15380985473800559650,1408383585822412212,地铁1号线,安德门,8730881812351663458,10825951083295154151,118.761747,31.991816,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,"['地铁10号线', '地铁10号线二期']",2,17,32
6887520520962600198,1408383585822412212,地铁1号线,天隆寺,14406824554495624843,10825036660321863191,118.763136,31.979268,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,18,32
2253225334776584792,1408383585822412212,地铁1号线,软件大道,8715555335431159922,10825591334965429481,118.774616,31.976737,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,19,32
8219593852255766217,1408383585822412212,地铁1号线,花神庙,3099792190326943152,10825364086492054111,118.785762,31.977659,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,20,32
14375625626111941418,1408383585822412212,地铁1号线,南京南站,2199026591849,10825961873938616211,118.797951,31.968748,2,1,#38ADD9,320100,320100,320100,1:3,,1,1,,"['地铁3号线', '地铁6号线', '地铁S3号线(宁和线)', '地铁S1号线']",4,21,32
4228892919800146435,1408383585822412212,地铁1号线,双龙大道,8512051592251345054,10825820229767137691,118.817155,31.963935,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,22,32
10422039495547203608,1408383585822412212,地铁1号线,河定桥,12962388990494135452,10825976013304335331,118.820207,31.951679,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,23,32
14369524433821610986,1408383585822412212,地铁1号线,胜太路,9273019548732933918,10825411224935380231,118.821434,31.943627,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,24,32
12836938494544253226,1408383585822412212,地铁1号线,百家湖,7477855915077620998,10825106482319270211,118.820819,31.931901,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁12号线'],1,25,32
4694556684125494459,1408383585822412212,地铁1号线,小龙湾,2076659111837012921,10825377404367155721,118.832730,31.929734,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,26,32
2137148990483573433,1408383585822412212,地铁1号线,竹山路,9459172704186561429,10825147276254127501,118.844479,31.932004,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,['地铁5号线'],1,27,32
6655762791901523580,1408383585822412212,地铁1号线,天印大道,8178553992429712552,10825969910978689631,118.863477,31.937675,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,28,32
9666837917937152111,1408383585822412212,地铁1号线,龙眠大道,17674883009897419499,10825912840946011991,118.877061,31.939955,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,29,32
15547507307836639963,1408383585822412212,地铁1号线,南医大·江苏经贸学院,12430328615386096812,10825616166141017461,118.890167,31.933557,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,30,32
12095580247213125988,1408383585822412212,地铁1号线,南京交院,15886838653357316377,10825250239757677321,118.904741,31.912937,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,31,32
6103536492288989103,1408383585822412212,地铁1号线,中国药科大学,16182246266352290638,10825292793181714901,118.913976,31.897748,2,0,#38ADD9,320100,320100,320100,1:3,,1,1,,,0,32,32
15862669374221170472,1634240736220369223,地铁1号线,南方泉,6266821853381235404,10226936171906301223,120.270273,31.436888,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,1,27
632975607084357240,1634240736220369223,地铁1号线,葛埭桥,14397573541535499186,2817790037058977285,120.274266,31.447702,2,0,#F87293,320200,320200,320200,1:1,,1,1,,['地铁S2号线(锡宜线)二期'],1,2,27
11933517751110578662,1634240736220369223,地铁1号线,雪浪,7880661946877703213,10390391459541321530,120.279619,31.459943,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,3,27
8753942938822177507,1634240736220369223,地铁1号线,长广溪,11001651474551535712,10839723568931997381,120.277385,31.473353,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,4,27
17599206493952033426,1634240736220369223,地铁1号线,江南大学,14799881815900487643,10839486314015862501,120.278765,31.483936,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,5,27
297944234450710626,1634240736220369223,地铁1号线,文化宫,15149270358528708092,10839102060251542071,120.291177,31.490012,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,6,27
17812656617150818794,1634240736220369223,地铁1号线,市民中心,11075196202547287556,10839004924972868021,120.305164,31.491096,2,1,#F87293,320200,320200,320200,1:1,,1,1,,['地铁4号线'],1,7,27
15816214249765031933,1634240736220369223,地铁1号线,金匮公园,3362674658117264711,10839021368715325411,120.320229,31.493475,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,8,27
11231647120071564350,1634240736220369223,地铁1号线,塘铁桥,3322372636170291386,10839978292999886341,120.325893,31.500789,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,9,27
15003763722499091444,1634240736220369223,地铁1号线,南湖家园,9863735174649648898,10839011349448547481,120.324169,31.509808,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,10,27
280606537204692872,1634240736220369223,地铁1号线,扬名,5530718777576881045,10839599572286408381,120.324491,31.521113,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,11,27
2735874137528074679,1634240736220369223,地铁1号线,华清大桥,16932061042429557479,10839324543029589391,120.327974,31.533831,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,12,27
43348351577198855,1634240736220369223,地铁1号线,人民医院,8924920400749471613,10839237774518287761,120.319313,31.541928,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,13,27
4175951212997114744,1634240736220369223,地铁1号线,清名桥,13371787443208583760,10839089610825223191,120.311302,31.549237,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,14,27
6809338377114491529,1634240736220369223,地铁1号线,太湖广场,15612848437765311185,10839347634735553771,120.305219,31.555191,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,15,27
12083535899241322576,1634240736220369223,地铁1号线,谈渡桥,2759884920595688949,10839092293792384341,120.305123,31.562030,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,16,27
6111704740911047294,1634240736220369223,地铁1号线,南禅寺,12010825407722426030,10839543036032027191,120.306287,31.567356,2,0,#F87293,320200,320200,320200,1:1,,1,1,,['地铁5号线一期'],1,17,27
11440129479229621084,1634240736220369223,地铁1号线,三阳广场,18418781754584490650,10839550503964218041,120.299818,31.575796,2,1,#F87293,320200,320200,320200,1:1,,1,1,,['地铁2号线'],1,18,27
11143018565952457242,1634240736220369223,地铁1号线,胜利门,15786593928549531974,10839579762983894831,120.299896,31.581929,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,19,27
18176521938495380007,1634240736220369223,地铁1号线,无锡火车站,2199028243174,10839424856211297531,120.307093,31.589768,2,1,#F87293,320200,320200,320200,1:1,,1,1,,['地铁3号线'],1,20,27
16390686749965179247,1634240736220369223,地铁1号线,民丰,205739331882499895,10839316125655193171,120.303560,31.600978,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,21,27
8965642510763451752,1634240736220369223,地铁1号线,庄前,9305864892674324187,10839557778524571891,120.304908,31.609855,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,22,27
1887341831204012759,1634240736220369223,地铁1号线,刘潭,16795008251672021835,10839549519802349831,120.304414,31.626612,2,1,#F87293,320200,320200,320200,1:1,,1,1,,['地铁4号线'],1,23,27
14412382455754444896,1634240736220369223,地铁1号线,天一,11710321045437305227,10839481883742931771,120.304351,31.637881,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,24,27
11469989242799554342,1634240736220369223,地铁1号线,西漳,2619917803819546302,10839082519984719821,120.303643,31.645853,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,25,27
18352309869718849013,1634240736220369223,地铁1号线,锡北运河,6556503485583145044,10839423908106954741,120.314865,31.662252,2,0,#F87293,320200,320200,320200,1:1,,1,1,,,0,26,27
14043916390562728482,1634240736220369223,地铁1号线,堰桥,16900687837719162996,10839196649201844961,120.314908,31.675572,2,0,#F87293,320200,320200,320200,1:1,,1,1,,['地铁S1号线(锡澄线)'],1,27,27
9382410016399672799,4847216623559099468,地铁1号线,新疆大街,2853452187534325815,2572078144410801832,126.632994,45.605917,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,1,23
15809002019420313892,4847216623559099468,地铁1号线,渤海路,4371854869230280721,4206030415274025416,126.647859,45.615354,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,2,23
14724913346320254968,4847216623559099468,地铁1号线,镜泊路,5123968918629049080,6424824132455413995,126.636894,45.632196,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,3,23
2862723570430604067,4847216623559099468,地铁1号线,瓦盆窑,14195628342591613986,12624527884394874814,126.633466,45.645434,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,4,23
7596376458872398815,4847216623559099468,地铁1号线,同江路,1398547716325763418,3058253258931784591,126.624728,45.656233,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,5,23
17064746393440869469,4847216623559099468,地铁1号线,哈尔滨南站,14794634349063665422,9659093187362834760,126.621742,45.669913,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,6,23
4875595331428723641,4847216623559099468,地铁1号线,哈达,16570680347249477531,10658683106660163881,126.618812,45.683196,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,7,23
7300314768153720837,4847216623559099468,地铁1号线,医大二院,7860203566837146409,10658094336155967461,126.615629,45.697468,2,1,#CC0000,230100,230100,230100,1:1,,1,1,,['地铁3号线'],1,8,23
6157105343775732707,4847216623559099468,地铁1号线,黑龙江大学,16727527803794987177,10658525543016185401,126.613560,45.706942,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,9,23
17339543914459494337,4847216623559099468,地铁1号线,理工大学,217933387525271779,10658090817490789041,126.611864,45.714860,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,10,23
17904015934491584936,4847216623559099468,地铁1号线,学府路,7460895469810919931,10658078670755260741,126.609874,45.722511,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,11,23
8726157102609309567,4847216623559099468,地铁1号线,和兴路,7307762189321185773,10658875332687338681,126.615544,45.732514,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,12,23
4140066263406063516,4847216623559099468,地铁1号线,西大桥,10932779812606841370,10658549485570728501,126.621128,45.738908,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,13,23
4490509485964430880,4847216623559099468,地铁1号线,哈工大,4432374849929548962,10658438849321938871,126.627666,45.744485,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,14,23
9576822128224258679,4847216623559099468,地铁1号线,铁路局,13531280824402462742,10658268846882937781,126.635989,45.751517,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,15,23
12288557580136914339,4847216623559099468,地铁1号线,博物馆,2647727496686812174,10658346274292634231,126.643823,45.758435,2,1,#CC0000,230100,230100,230100,1:1,,1,1,,['地铁2号线'],1,16,23
13343784915992640772,4847216623559099468,地铁1号线,医大一院,1094537933959511442,10658125087253718841,126.650325,45.763980,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,17,23
13360093592393695601,4847216623559099468,地铁1号线,烟厂,15543346575855033853,10658162714242538341,126.655924,45.768826,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,18,23
1955668197388351777,4847216623559099468,地铁1号线,工程大学,10913986320110347004,10658219696337037431,126.668203,45.775588,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,19,23
13795446121794349444,4847216623559099468,地铁1号线,太平桥,36844066649164120,10658261524242314391,126.677005,45.783484,2,1,#CC0000,230100,230100,230100,1:1,,1,1,,"['地铁3号线二期西北半环', '地铁3号线']",2,20,23
5160229698569960747,4847216623559099468,地铁1号线,交通学院,17275361969828729274,10658789258850249361,126.687055,45.787662,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,21,23
9073019126198983647,4847216623559099468,地铁1号线,桦树街,2990977004829003821,10658900254224607141,126.697552,45.787989,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,22,23
16325202479855198971,4847216623559099468,地铁1号线,哈尔滨东站,7867513695999874273,9021631351442070207,126.709143,45.789323,2,0,#CC0000,230100,230100,230100,1:1,,1,1,,,0,23,23
101012660832898400,4249919169431813958,地铁1号线,双港,2199027882624,2199027889230,115.861113,28.743303,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁1号线北延线'],1,1,24
148436863582095994,4249919169431813958,地铁1号线,孔目湖,2199027882625,2199027889229,115.858251,28.732687,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,2,24
9501893701208322446,4249919169431813958,地铁1号线,长江路,2199027882626,2199027889228,115.879701,28.717465,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,3,24
12672015977737779017,4249919169431813958,地铁1号线,珠江路,9357272276537815911,11266290190857302331,115.875986,28.707569,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,4,24
17917189681627019927,4249919169431813958,地铁1号线,庐山南大道,2199027882628,2199027889227,115.865615,28.701355,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,5,24
14526453325555486326,4249919169431813958,地铁1号线,绿茵路,15367969059602821833,11266501348406499731,115.858107,28.697592,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,6,24
17026777191788793776,4249919169431813958,地铁1号线,卫东,2199027882629,2199027889226,115.848875,28.690744,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,7,24
6272666949941456909,4249919169431813958,地铁1号线,地铁大厦,2199027882630,2199027889225,115.852614,28.683909,2,1,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁2号线'],1,8,24
12813535491080298622,4249919169431813958,地铁1号线,秋水广场,2199027882631,2199027889224,115.860137,28.681025,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,9,24
6171668041163299419,4249919169431813958,地铁1号线,滕王阁,2199027882632,2199027889223,115.877750,28.673272,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,10,24
11532474621114105087,4249919169431813958,地铁1号线,万寿宫,2199027882633,2199027889222,115.885917,28.675018,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,11,24
11638778382640945160,4249919169431813958,地铁1号线,八一馆,2858669821487079032,11266999796542774371,115.891597,28.675614,2,1,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁3号线'],1,12,24
4732501963040209435,4249919169431813958,地铁1号线,八一广场,10700265789413952121,11266325184846062261,115.902806,28.675172,2,1,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁2号线'],1,13,24
18198350745063079850,4249919169431813958,地铁1号线,丁公路北,1574625843192757993,11266235297790625851,115.913092,28.673947,2,1,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁4号线'],1,14,24
7895413527378428159,4249919169431813958,地铁1号线,师大南路,14110365547377752170,11266356451422002921,115.924066,28.674064,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,15,24
4198909988490113735,4249919169431813958,地铁1号线,彭家桥,8550767493906782772,11266726621102820361,115.933364,28.674169,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,16,24
3211199770303818476,4249919169431813958,地铁1号线,谢家村,17538469134417099939,11266270717318451101,115.940845,28.674205,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,17,24
18192812171554438075,4249919169431813958,地铁1号线,青山湖大道,2199027882634,2199027889221,115.948719,28.674368,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,18,24
13194754332309471429,4249919169431813958,地铁1号线,高新大道,283854852174835519,11266867835297716651,115.960417,28.674405,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,19,24
15008814560680956125,4249919169431813958,地铁1号线,艾溪湖西,2199027882635,2199027889220,115.973917,28.674471,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,20,24
9301126199633988982,4249919169431813958,地铁1号线,艾溪湖东,4671952698176025665,11266200677401765131,115.993401,28.674680,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,21,24
16733665096509823924,4249919169431813958,地铁1号线,太子殿,82006353071350771,11266219870545933821,116.011159,28.675006,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,22,24
6432865752227679647,4249919169431813958,地铁1号线,奥体中心,18210286062438764672,11266015125029829381,116.024579,28.674602,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,,0,23,24
4180254515783750044,4249919169431813958,地铁1号线,瑶湖西,17018833080344005242,11266017413681833641,116.038357,28.672102,2,0,#F33D37,360100,360100,360100,1:1,,1,1,,['地铁1号线东延线'],1,24,24
2199026578155,2199026041009,轨道交通2号线,柳辛庄,2199027410678,2199027411688,114.521259,38.091155,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,1,15
2199026578156,2199026041009,轨道交通2号线,庄窠·铁道大学,2199027410679,2199027411687,114.517794,38.084961,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,2,15
2199027358023,2199026041009,轨道交通2号线,义堂,2199027410680,2199027411686,114.511711,38.073180,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,3,15
2199026578158,2199026041009,轨道交通2号线,建和桥,2199027410681,2199027411685,114.511732,38.059124,2,0,#D59500,130100,130100,130100,1:1,,1,1,,['轨道交通5号线'],1,4,15
2199027358024,2199026041009,轨道交通2号线,长安公园,2199027314537,2199027362176,114.511721,38.050203,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,5,15
2199026578160,2199026041009,轨道交通2号线,北国商城,2199026883522,2199027106208,114.511753,38.043820,2,1,#D59500,130100,130100,130100,1:1,,1,1,,['轨道交通1号线'],1,6,15
2199026578161,2199026041009,轨道交通2号线,裕华路,2199026883523,2199027362131,114.511909,38.035590,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,7,15
2199026578162,2199026041009,轨道交通2号线,槐中路,2199026883524,2199027362132,114.512118,38.028233,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,8,15
2199027358025,2199026041009,轨道交通2号线,欧韵公园,2199027360715,2199027362182,114.510836,38.019427,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,9,15
2199026578164,2199026041009,轨道交通2号线,元村,2199027410682,2199027411693,114.500595,38.015682,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,10,15
2199026578165,2199026041009,轨道交通2号线,石家庄站,2199027410690,2199027411692,114.485747,38.010087,2,1,#D59500,130100,130100,130100,1:1,,1,1,,['轨道交通3号线'],1,11,15
2199026578166,2199026041009,轨道交通2号线,塔坛,2199027410683,2199027411691,114.492608,37.999967,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,12,15
2199026578167,2199026041009,轨道交通2号线,仓丰路留村,2199027410684,2199027411690,114.494507,37.991977,2,0,#D59500,130100,130100,130100,1:1,,1,1,,['轨道交通4号线'],1,13,15
2199026578168,2199026041009,轨道交通2号线,南位,2199027410685,2199027411689,114.496567,37.982697,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,14,15
2199026578169,2199026041009,轨道交通2号线,嘉华路,2199026883531,2199027362137,114.498326,37.974236,2,0,#D59500,130100,130100,130100,1:1,,1,1,,,0,15,15
3898901050145674158,2935022524770450762,地铁2号线,西安北站,10431198163127338382,2199032553813,108.938765,34.375558,2,1,#F33D37,610100,610100,610100,1:1,,1,1,,"['地铁4号线', '地铁14号线', '地铁2号线北延线']",3,1,21
13024466178031555555,2935022524770450762,地铁2号线,北苑,10403599919402935115,12829197919390576851,108.945170,34.361973,2,0,#F33D37,610100,610100,610100,1:1,,1,1,,,0,2,21
